receptor activity	receptor binding	binding	protein binding	nucleic acid binding	catalytic activity	ubiquitin-protein ligase activity	ligase activity	DNA binding	transcription factor activity	transcription cofactor activity	transcription regulator activity	growth factor activity	enzyme inhibitor activity	serine-type endopeptidase inhibitor activity	enzyme regulator activity	protease inhibitor activity	protein kinase activity	non-membrane spanning protein tyrosine kinase activity	kinase activity	transferase activity	single-stranded DNA binding	enzyme activator activity	kinase regulator activity	kinase activator activity	DNA replication origin binding	RNA binding	mRNA binding	DNA helicase activity	helicase activity	hydrolase activity	DNA primase activity	DNA-directed RNA polymerase activity	nucleotidyltransferase activity	nuclease activity	hydrolase activity, acting on ester bonds	chromatin binding	phosphoprotein phosphatase activity	phosphoric monoester hydrolase activity	endoribonuclease activity	transporter activity	transmembrane transporter activity	cation transmembrane transporter activity	transferase activity, transferring glycosyl groups	isomerase activity	intramolecular transferase activity	phosphorylase activity	peptidase activity	metallopeptidase activity	amino acid transmembrane transporter activity	acyltransferase activity	oxidoreductase activity	lyase activity	carboxy-lyase activity	deaminase activity	hydro-lyase activity	racemase and epimerase activity	carbohydrate transmembrane transporter activity	ATPase activity, coupled to transmembrane movement of substances	pyrophosphatase activity	ion channel activity	anion channel activity	hydrogen ion transmembrane transporter activity	voltage-gated ion channel activity	voltage-gated potassium channel activity	cation channel activity	adenylate cyclase activity	guanylate cyclase activity	phosphoric diester hydrolase activity	nucleotide phosphatase activity	deacetylase activity	carbohydrate kinase activity	nucleotide kinase activity	transaminase activity	ligand-gated ion channel activity	cyclic nucleotide-gated ion channel activity	peroxidase activity	antioxidant activity	hydrogen ion transporting ATP synthase activity, rotational mechanism	calcium ion binding	calmodulin binding	acetyltransferase activity	G-protein coupled receptor activity	structural molecule activity	structural constituent of cytoskeleton	methyltransferase activity	DNA-methyltransferase activity	carbohydrate phosphatase activity	amino acid kinase activity	translation elongation factor activity	translation factor activity, nucleic acid binding	translation regulator activity	translation initiation factor activity	small GTPase regulator activity	guanyl-nucleotide exchange factor activity	serine-type peptidase activity	protein disulfide isomerase activity	lipid binding	hydrolase activity, hydrolyzing N-glycosyl compounds	phospholipase activity	lipase activity	hydrolase activity, hydrolyzing O-glycosyl compounds	galactosidase activity	glucosidase activity	transketolase activity	lipid transporter activity	cysteine-type peptidase activity	amylase activity	glutamate receptor activity	double-stranded DNA binding	voltage-gated calcium channel activity	voltage-gated sodium channel activity	calcium-dependent phospholipid binding	GTPase activity	hormone activity	transaldolase activity	endodeoxyribonuclease activity	extracellular matrix structural constituent	RNA-directed DNA polymerase activity	RNA helicase activity	actin binding	cytoskeletal protein binding	motor activity	transmembrane receptor protein tyrosine kinase activity	transmembrane receptor protein kinase activity	phosphatase regulator activity	phosphatase inhibitor activity	transmembrane receptor protein serine/threonine kinase activity	kinase inhibitor activity	structural constituent of ribosome	microtubule binding	RNA splicing factor activity, transesterification mechanism	aspartic-type endopeptidase activity	translation release factor activity	poly(A) binding	cytokine activity	neuropeptide hormone activity	damaged DNA binding	microtubule motor activity	exoribonuclease activity	aminoacyl-tRNA ligase activity	DNA-directed DNA polymerase activity	SNAP receptor activity	hematopoietin/interferon-class (D200-domain) cytokine receptor activity	tumor necrosis factor receptor activity	tumor necrosis factor receptor binding	hematopoietin/interferon-class (D200-domain) cytokine receptor binding	centromeric DNA binding	DNA topoisomerase activity	ligand-dependent nuclear receptor activity	DNA ligase activity	RNA methyltransferase activity	transforming growth factor beta receptor activity	DNA strand annealing activity	DNA polymerase processivity factor activity	exodeoxyribonuclease activity	DNA photolyase activity	acetylcholine receptor activity	GABA receptor activity	cysteine protease inhibitor activity	structural constituent of myelin sheath	phosphatase activator activity	intermediate filament binding
cation channel activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551761768590638	0.577092357684314	0.785111408325834	0	0	0	0	0	0	0.431737326962775	0	0	0	0	0	0	0	0.420409385230878	0	0	0.785826218135527	0.616594853714791	0.39895115411493	0.668066883505409	0.961685203730745	0.995441204021732	0	0	0	0	0	0	0	0	0.688771943342447	0.580212987219883	0	0	0.365263819214051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440686672969458	0	0	0	0	0.899122049689883	0.881029421684017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adenylate cyclase activity	0	0	0	0	0	0.0966961539883783	0.0673969278107532	0.0713161859919989	0	0	0	0	0	0	0	0	0	0.0663356545508769	0.0574053459136571	0.0681891086299682	0.0813527366410951	0	0	0	0	0	0	0	0.0589999033098593	0.0616981167062778	0.0850644020815073	0.0430333086800874	0.0534216918104232	0.063308970224421	0.0625821122181121	0.0708427879863876	0	0.0616981167062778	0.0630797562103335	0.0558096579850924	0	0	0	0.0646553798046204	0.0611582949382857	0.0468696223285914	0.0463316194611455	0.0759852411370491	0.065495057847119	0	0.060207344465299	0.0744806521514492	0.832767397450181	0.717137203462251	0.0518502380531948	0.732069547747146	0.0558096579850924	0	0.0579396197694087	0.0483729636687696	0	0	0	0	0	0	0.995253856241804	0.695102060743233	0.0514568763182027	0.0521283089254596	0.0503300381149928	0.0509225461023335	0.0545474626451938	0.050809136067506	0	0	0	0	0	0	0	0.0566534879038109	0	0	0	0.0596124007133715	0.0493700873543549	0.0453766530790367	0.0450041444659106	0	0	0	0	0	0	0.0707439319019466	0.0500733041516156	0	0.0536358576627848	0.0527293179953924	0.0585735296375931	0.05430028108532	0.0453766530790367	0.0520371148291052	0.0414555745764367	0	0.0572450714734579	0.0479899049634851	0	0	0	0	0	0.0590634106155378	0	0.0384257129992648	0.0528902789116406	0	0.0670087208277882	0.0588712671431168	0	0	0	0	0.0576391962160381	0	0	0	0	0	0	0.0612547409452888	0.0612786770351564	0	0	0	0	0	0	0.0521283089254596	0.0529691479888232	0.0516569945272753	0	0	0	0	0	0	0.0453766530790367	0	0.0430333086800874	0.0496629568579727	0	0	0	0.0504538880339793	0.597837172050778	0	0	0	0	0	0
guanylate cyclase activity	0	0	0	0	0	0.0900773893339835	0.0641133988678237	0.0676500531412736	0	0	0	0	0	0	0	0	0	0.063152278179451	0.0550058862573744	0.0648298607652443	0.076616366174527	0	0	0	0	0	0	0	0.0564682313427526	0.0589350126748865	0.0798997036305196	0.0416706503824099	0.0513376539552943	0.0604030986590939	0.0597410857746413	0.0672239303985768	0	0.0589350126748865	0.0601944088301337	0.0535391011151838	0	0	0	0.0616275496158067	0.0584422661775954	0.0452577294969344	0.0447558971114772	0.0718373125523561	0.0623899607173653	0	0.0575733032414184	0.0704910516654269	0.795229468690317	0.689124559137236	0.0498847495913173	0.702901914275733	0.0535391011151838	0	0.0554962390607624	0.0466579015824836	0	0	0	0	0	0	0.695102060743233	0.996939986261163	0.0495205402272439	0.0501420860395096	0.0484760521142105	0.049025473910087	0.0523764490050146	0.0489203477263193	0	0	0	0	0	0	0	0.0543151896753561	0	0	0	0.0570290424477945	0.047584895236287	0.0438641572116246	0.0435159723932192	0	0	0	0	0	0	0.0671349097249083	0.0482378394165432	0	0.0515354051297958	0.0506979234902365	0.0560775426480041	0.0521485106561924	0.0438641572116246	0.0500577033823619	0.0401895333444219	0	0.0548587130988773	0.0463014239371614	0	0	0	0	0	0.0565264027272246	0	0.0373355378101546	0.0508467037799725	0	0.063761998157846	0.0563503867952558	0	0	0	0	0.0552205593681975	0	0	0	0	0	0	0.0585303299317758	0.0585521837933681	0	0	0	0	0	0	0.0501420860395096	0.0509195917125314	0.0497058536872445	0	0	0	0	0	0	0.0438641572116246	0	0.0416706503824099	0.047856909355874	0	0	0	0.0485909352629948	0.578242105042809	0	0	0	0	0	0
phosphoric diester hydrolase activity	0	0	0	0	0	0.0888967973150694	0.0635130417684128	0.0669819799260724	0	0	0	0	0	0	0	0	0	0.0625697042290409	0.0545633911653796	0.0642160750403558	0.0757605848476643	0	0	0	0	0	0	0	0.0560019955348709	0.058427335775953	0.300377192762859	0.0414162027034391	0.0509520022900976	0.0598699284262002	0.539880570005783	0.606839448094812	0	0.532658832204481	0.543941216274082	0.484272139946542	0	0	0	0.0610726434435611	0.0579430070481692	0.0449577474645797	0.0444625092291484	0.270384869785635	0.235150554055577	0	0.0570887188936589	0.0697659887701266	0.0588048253832182	0.0510177034086339	0.0495205402272439	0.0520298530487227	0.053119800549433	0	0.209378675111592	0.176260819585722	0	0	0	0	0	0	0.0514568763182027	0.0495205402272439	0.997189783301068	0.453770927413466	0.18308055532655	0.0486736594086904	0.0519750934602235	0.0485700350206621	0	0	0	0	0	0	0	0.0538836938506325	0	0	0	0.056553538854606	0.0472533826983064	0.397322598889058	0.0432385650820753	0	0	0	0	0	0	0.252859199486393	0.0478971992130761	0	0.194547751455514	0.458763771081918	0.507044587031539	0.19684458468764	0.165774630687974	0.189010249505011	0.0399528007107387	0	0.206992686832713	0.174923274948102	0	0	0	0	0	0.213233199047144	0	0.0371311482408862	0.460100061271559	0	0.0631681735704235	0.0558860869479843	0	0	0	0	0.0547746176594488	0	0	0	0	0	0	0.0580295714971657	0.220809600626913	0	0	0	0	0	0	0.453770927413466	0.050540172281895	0.049344242414967	0	0	0	0	0	0	0.0435823072727226	0	0.0414162027034391	0.0475216092241454	0	0	0	0.439833323848722	0.0428606568949065	0	0	0	0	0	0
nucleotide phosphatase activity	0	0	0	0	0	0.0909199596078941	0.064539098035177	0.0681241865740005	0	0	0	0	0	0	0	0	0	0.0635652686369069	0.055318936537811	0.0652651596976926	0.0772250769756955	0	0	0	0	0	0	0	0.0567981978423224	0.0592945294141279	0.306434536041689	0.0418500648755741	0.0516102396132807	0.0607808071864977	0.548003891929877	0.617121909640571	0	0.764096903206833	0.78052681696776	0.490798104120071	0	0	0	0.0620207765049212	0.0587957782908544	0.0454694405249676	0.0449629283897495	0.275283103047904	0.238846645218239	0	0.0579163500951048	0.0710059958057224	0.0596833450613343	0.0516776503755378	0.0501420860395096	0.0527164215817338	0.0538356334183832	0	0.212303959296565	0.178329322163059	0	0	0	0	0	0	0.0521283089254596	0.0501420860395096	0.453770927413466	0.996752638481234	0.185313233764004	0.0492739992757591	0.0526602080604636	0.0491678057102115	0	0	0	0	0	0	0	0.0546204056991277	0	0	0	0.0573656151135521	0.0478189948346452	0.567816356355199	0.0437116662364017	0	0	0	0	0	0	0.257138005044222	0.0484784238072893	0	0.197070802418855	0.46461619507076	0.514203272996329	0.199427957202051	0.167603057275517	0.191390836286905	0.0403563949566068	0	0.209851225251278	0.176960321817043	0	0	0	0	0	0.216267960290648	0	0.0374794996220131	0.46598684761889	0	0.0641830283410898	0.056678973499079	0	0	0	0	0.0555360649258856	0	0	0	0	0	0	0.0588849114594233	0.224065496140191	0	0	0	0	0	0	0.459495862901163	0.0511877443128959	0.049961343006634	0	0	0	0	0	0	0.044063002352743	0	0.0418500648755741	0.0480936996752445	0	0	0	0.445209893309386	0.0433254798608673	0	0	0	0	0	0
deacetylase activity	0	0	0	0	0	0.0855863879848194	0.0618050806712798	0.0650851398898082	0	0	0	0	0	0	0	0	0	0.060911439552044	0.0532980616079062	0.0624706129965253	0.0733429399215721	0	0	0	0	0	0	0	0.0546698781599069	0.056978829142665	0.290399150717451	0.0406830827898947	0.0498469303322145	0.0583499408324192	0.219595777560559	0.246064625097411	0	0.216731167972612	0.22120564785908	0.19748807963072	0	0	0	0.0594917792590642	0.0565181226162811	0.0440951927114294	0.0436186746502533	0.262273035646396	0.228991025100079	0	0.0557050388944622	0.0677106123061785	0.0573377761334005	0.0499098106813668	0.0484760521142105	0.0508780611059602	0.0519198030087384	0	0.204481237131317	0.172777243034813	0	0	0	0	0	0	0.0503300381149928	0.0484760521142105	0.18308055532655	0.185313233764004	0.997814275900831	0.0476642265600823	0.0508256979033207	0.0475648513048893	0	0	0	0	0	0	0	0.0526493358360776	0	0	0	0.0551953713661366	0.0463014239371614	0.162689590201896	0.0424401313500739	0	0	0	0	0	0	0.245751040109989	0.0469193916864683	0	0.190312525154874	0.187308548536728	0.206555350732002	0.192509879873433	0.162689590201896	0.185010211762306	0.0392701467142904	0	0.202204954869783	0.171491852988799	0	0	0	0	0	0.208155970329142	0	0.0365408012820652	0.187842418938812	0	0.0614784634367353	0.0545594127776434	0	0	0	0	0.0534995868839057	0	0	0	0	0	0	0.05660047895079	0.215369765697158	0	0	0	0	0	0	0.185313233764004	0.049452701435554	0.0483071001383952	0	0	0	0	0	0	0.0427712472097018	0	0.0406830827898947	0.0465589225841407	0	0	0	0.179738351541384	0.0420759922698527	0	0	0	0	0	0
carbohydrate kinase activity	0	0	0	0	0	0.0873139967806414	0.0627009719117659	0.0660794110585234	0	0	0	0	0	0	0	0	0	0.638002632579326	0.557263244222282	0.654573144526736	0.373387649053432	0	0	0	0	0	0	0	0.0553696830671722	0.0577394052292127	0.0777179318155647	0.205538209410541	0.252375347164535	0.296014823763548	0.058512890041213	0.0656727858734273	0	0.0577394052292127	0.0589476974516711	0.0525505675727655	0	0	0	0.301888259581667	0.0572663682807744	0.0445493322175863	0.220520423868585	0.0700687621320678	0.0610516557719068	0	0.282421933161645	0.0687873808369507	0.0581080299093442	0.0504924084937056	0.049025473910087	0.0514836201149931	0.0525505675727655	0	0.0544348286663145	0.0459053582581408	0	0	0	0	0	0	0.0509225461023335	0.049025473910087	0.0486736594086904	0.0492739992757591	0.0476642265600823	0.997502029600949	0.531105845744987	0.240692700712736	0	0	0	0	0	0	0	0.266738771976071	0	0	0	0.279804544147358	0.234230196210899	0.0431983932135704	0.442612168001833	0	0	0	0	0	0	0.0655878233848465	0.0474339067668117	0	0.050618845232108	0.0498106544189414	0.0549939970695526	0.0512102113363726	0.0431983932135704	0.0491925107088522	0.19833440313996	0	0.0538213211024335	0.0455602445752702	0	0	0	0	0	0.0554256119830604	0	0.184432368141957	0.0499542652671987	0	0.312114945707978	0.0552563744784662	0	0	0	0	0.559396699059112	0	0	0	0	0	0	0.0573509213187616	0.0573719031685927	0	0	0	0	0	0	0.0492739992757591	0.0500246152908679	0.244491126993947	0	0	0	0	0	0	0.0431983932135704	0	0.0410693506114082	0.235547007138827	0	0	0	0.0477752896385858	0.0424892973618229	0	0	0	0	0	0
nucleotide kinase activity	0	0	0	0	0	0.0985424686376051	0.0682887168488573	0.07231547807716	0	0	0	0	0	0	0	0	0	0.693952776897124	0.599479902105446	0.713601807612651	0.413663606969135	0	0	0	0	0	0	0	0.0596821935416353	0.0624446344108789	0.0864899658744866	0.217178052299914	0.270153916642403	0.320774929438074	0.0633503081907853	0.0718287657607616	0	0.0624446344108789	0.0638602941138849	0.0564197759248451	0	0	0	0.327683489237885	0.0618917289759548	0.0472991766694282	0.233974568409585	0.0771207049921824	0.0663369119991817	0	0.304874061360452	0.0755712717009065	0.0628760104877223	0.0540542033884988	0.0523764490050146	0.0551917651267926	0.0564197759248451	0	0.0585974708455092	0.0488306503575102	0	0	0	0	0	0	0.0545474626451938	0.0523764490050146	0.0519750934602235	0.0526602080604636	0.0508256979033207	0.531105845744987	0.994691812902017	0.256810839309659	0	0	0	0	0	0	0	0.286678532382062	0	0	0	0.301826218796921	0.249467027176451	0.0457791600037528	0.468835806170293	0	0	0	0	0	0	0.0717271407769415	0.0505638954621487	0	0.0541991328816901	0.0532736168419676	0.059245937915798	0.054877673193709	0.0457791600037528	0.0525671451050066	0.20915115682621	0	0.057887157776189	0.0484403378909833	0	0	0	0	0	0.0597471789792123	0	0.193750268712762	0.0534379231275615	0	0.339767483512845	0.0595505683266136	0	0	0	0	0.601949566206872	0	0	0	0	0	0	0.061990503957576	0.0620150186339382	0	0	0	0	0	0	0.0526602080604636	0.053518435178949	0.261139601899211	0	0	0	0	0	0	0.0457791600037528	0	0.0433951507147385	0.250961275627267	0	0	0	0.0509520022900976	0.0449835875990882	0	0	0	0	0	0
transaminase activity	0	0	0	0	0	0.0869811009681299	0.0625291192956068	0.065888568250772	0	0	0	0	0	0	0	0	0	0.30836009700984	0.269429137070969	0.316346783974522	0.37217054760267	0	0	0	0	0	0	0	0.0552356256405183	0.0575936425253656	0.0774540769658905	0.205168867271642	0.251818725914832	0.295249355395758	0.058363200928129	0.0654842812233657	0	0.0575936425253656	0.0587957782908544	0.0524297986578575	0	0	0	0.301092154322107	0.0571229811845126	0.0444625092291484	0.220095330355748	0.0698542179985915	0.0608887134847071	0	0.281725068014693	0.0685806003188314	0.0579604024630805	0.0503809041956647	0.0489203477263193	0.0513677000112749	0.0524297986578575	0	0.0543052545435361	0.045813174728556	0	0	0	0	0	0	0.050809136067506	0.0489203477263193	0.0485700350206621	0.0491678057102115	0.0475648513048893	0.240692700712736	0.256810839309659	0.997564478860925	0	0	0	0	0	0	0	0.266117067910294	0	0	0	0.27912052011648	0.233750660935453	0.0431167512977431	0.214100859342082	0	0	0	0	0	0	0.0653998054672321	0.0473354885882706	0	0.0505067824245053	0.0497021376439078	0.0548617504711738	0.0510955178019999	0.0431167512977431	0.0490866677181269	0.197990475418516	0	0.0536946478517387	0.0454694405249676	0	0	0	0	0	0.05529128392533	0	0.184134928977976	0.04984512253861	0	0.311264065578825	0.0551228644994934	0	0	0	0	0.27045818984061	0	0	0	0	0	0	0.0572071110232536	0.0572279877597927	0	0	0	0	0	0	0.0491678057102115	0.0499151652736593	0.243968704278157	0	0	0	0	0	0	0.0431167512977431	0	0.0409955509911745	0.235062070522141	0	0	0	0.0476754512175288	0.0424103112796535	0	0	0	0	0	0
ligand-gated ion channel activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.829107066119545	0.642929145275408	0	0.699091961556782	0.664384444756529	0.688771943342447	0	0	0	0	0	0	0	0	0.992693436582777	0.829960478951529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619384038288403	0.606418371040689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cyclic nucleotide-gated ion channel activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.676698724002898	0.547337285227516	0	0.587518993889021	0.56281008539373	0.580212987219883	0	0	0	0	0	0	0	0	0.829960478951529	0.998938362580404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.530179718780669	0.520651046964504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
peroxidase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998064072940736	0.988027173338203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
antioxidant activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988027173338203	0.997814275900831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hydrogen ion transporting ATP synthase activity, rotational mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454862613961316	0.476992347496167	0.425091291380758	0	0	0	0	0	0	0.370053385001104	0	0	0	0	0	0	0	0.361699823328073	0	0	0	0	0.917160651130302	0	0.354474135773855	0.365263819214051	0	0	0	0	0	0	0	0	0	0	0	0	0.999125710360332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376608745290308	0	0	0	0	0.334216245186032	0.328293842312852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calcium ion binding	0	0.156723972379181	0.221050822765974	0.183486731552687	0.200527424699385	0	0	0	0.169449323481084	0.162388213621924	0	0	0.106069545586534	0	0	0	0	0	0	0	0	0.115428521408645	0	0	0	0.100988658378421	0.138774979212957	0.129946145494797	0	0	0	0	0	0	0	0	0.122315270832353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96952476113158	0.128576041853791	0	0	0	0	0	0	0	0	0	0.120520658186463	0	0	0	0	0	0	0.0920905586224109	0	0	0	0	0	0	0	0	0	0	0	0.101764742138894	0	0	0.120520658186463	0	0.0986669643920238	0	0	0	0	0	0.121861914506856	0.126014093164893	0	0	0	0	0	0	0	0	0.105304478245212	0	0	0	0.109708945766885	0.103197099485025	0.0853090956740842	0.10661888525898	0	0	0	0	0.0986669643920238	0	0	0	0.0888879037610284	0.095420420683976	0.0881084759307427	0	0	0	0	0.0881084759307427	0	0	0	0	0	0	0	0	0.0727063114587879
calmodulin binding	0	0.432283823143782	0.199553081110664	0.500042994803985	0.182675076819684	0	0	0	0.156523405558831	0.15047926474349	0	0	0.29943371448543	0	0	0	0	0	0	0	0	0.109280999875302	0	0	0	0.0962514535259937	0.129983884699098	0.122206853535752	0	0	0	0	0	0	0	0	0.115434178819854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128576041853791	0.980890526447262	0	0	0	0	0	0	0	0	0	0.113834485197728	0	0	0	0	0	0	0.0881350178073147	0	0	0	0	0	0	0	0	0	0	0	0.0969561814107072	0	0	0.113834485197728	0	0.279495031830642	0	0	0	0	0	0.341516218437167	0.352479357008242	0	0	0	0	0	0	0	0	0.297379363680526	0	0	0	0.104140865458895	0.291713110071411	0.243166425636705	0.101352520255906	0	0	0	0	0.279495031830642	0	0	0	0.252943958767303	0.0911802403662425	0.0844808841793692	0	0	0	0	0.0844808841793692	0	0	0	0	0	0	0	0	0.208472571349174
acetyltransferase activity	0	0	0	0	0	0.105636617437543	0.0716218837546299	0.0760641156284777	0	0	0	0	0	0	0	0	0	0.352451125840868	0.302492953369647	0.36292384533484	0.438355923199159	0	0	0	0	0	0	0	0.0622125709116897	0.0652201207580413	0.0919072003297206	0.223796511296647	0.280471738153407	0.335426543892979	0.0662087302894543	0.07552582358475	0	0.0652201207580413	0.0667659789364309	0.058675848709178	0	0	0	0.342988061623458	0.0646172101591803	0.0488746070990856	0.241674504640437	0.081398809749755	0.0694778850509681	0	0.920368538902413	0.0796746271582125	0.0656908404515368	0.0561215905342283	0.0543151896753561	0.0573488197229489	0.058675848709178	0	0.0610348267932021	0.0505115651684712	0	0	0	0	0	0	0.0566534879038109	0.0543151896753561	0.0538836938506325	0.0546204056991277	0.0526493358360776	0.266738771976071	0.286678532382062	0.266117067910294	0	0	0	0	0	0	0	0.99213139324299	0	0	0	0.314763063445785	0.258239529878339	0.0472533826983064	0.234466206845678	0	0	0	0	0	0	0.0754134761924946	0.0523684611979091	0	0.0562778341604519	0.0552806171305647	0.0617386856379015	0.0570097721816034	0.0472533826983064	0.0545202921231548	0.215282514694472	0	0.0602645823480743	0.0500940333500649	0	0	0	0	0	0.06228318686743	0	0.199000570551111	0.0554575571383948	0	0.356250032005775	0.0620695612988154	0	0	0	0	0.303790678319701	0	0	0	0	0	0	0.064724883616237	0.0647516091238168	0	0	0	0	0	0	0.0546204056991277	0.0555442748785236	0.270768084428969	0	0	0	0	0	0	0.0472533826983064	0	0.0447176095112007	0.259841053839302	0	0	0	0.0527848785734639	0.0464062198558042	0	0	0	0	0	0
G-protein coupled receptor activity	0.563519788476227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.930618872166365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236651263892008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311777297608249	0.320904809116044	0	0	0.272705746251321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254368876152072	0.234406223352898	0.202040280645739	0	0	0	0.267799122627288	0	0	0.234406223352898	0	0	0	0	0.289149934073274	0.289149934073274	0	0	0	0
structural molecule activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.908948978954599	0.833869178704011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65264634218935	0	0	0	0	0	0	0	0	0	0	0	0.653086088269748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36069518232123	0	0
structural constituent of cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833869178704011	0.940860550802473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613015350600637	0	0	0	0	0	0	0	0	0	0	0	0.613403296433765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348252327060484	0	0
